LotArea,LotShape,BldgType,YearBuilt,Neighborhood,YearRemodAdd,Heating,TtlHouseSF,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,DateSold,SalePrice
4500,Reg,Twnhs,1998,Mitchel,1998,GasA,2432,2,0,2,0,Attchd,2,Y,0,2006-5-1,164000
7758,IR1,1Fam,1962,Sawyer,2001,GasA,1998,1,0,3,0,Detchd,1,Y,0,2007-3-1,132500
9600,Reg,1Fam,1950,NAmes,2007,GasA,2226,1,0,3,1,Attchd,1,Y,0,2009-7-1,147000
10289,Reg,1Fam,1965,NAmes,1965,GasA,2146,1,1,3,0,Attchd,2,Y,0,2007-6-1,156000
12243,IR1,1Fam,1971,NWAmes,1971,GasA,2968,2,0,3,1,Attchd,2,Y,0,2007-2-1,175000
10800,Reg,2fmCon,1900,OldTown,1970,GasA,3368,2,0,3,1,Attchd,2,N,0,2006-5-1,160000
1526,Reg,Twnhs,1970,MeadowV,2002,GasA,1260,1,0,1,0,Attchd,1,Y,0,2009-5-1,86000
2665,Reg,TwnhsE,1976,MeadowV,1976,GasA,1568,1,1,3,1,BuiltIn,1,Y,0,2008-6-1,115000
9490,Reg,1Fam,1941,NAmes,1950,GasA,2384,1,0,3,2,Attchd,1,Y,0,2006-8-1,133000
15578,IR1,1Fam,2006,Gilbert,2006,GasA,2184,2,1,3,0,Attchd,2,Y,0,2006-5-1,172785
7931,Reg,1Fam,1960,NAmes,1960,GasA,2538,1,1,3,1,Detchd,1,Y,0,2008-6-1,155000
5784,Reg,1Fam,1938,OldTown,1996,GasA,1076,1,0,2,0,Attchd,1,Y,0,2009-12-1,91300
12692,IR1,1Fam,1992,NoRidge,1993,GasA,6428,3,0,4,1,Attchd,2,Y,0,2007-5-1,430000
9120,Reg,1Fam,1925,BrkSide,1950,GasA,2846,2,0,4,0,Detchd,1,N,0,2008-6-1,184000
7800,Reg,1Fam,1967,Sawyer,2004,GasA,1763,1,0,3,0,Attchd,1,Y,0,2009-6-1,130000
7535,IR1,1Fam,1958,NAmes,1985,GasA,1824,1,0,2,0,Attchd,1,Y,0,2007-6-1,120000
1890,Reg,Twnhs,1973,BrDale,1973,GasA,1890,1,1,3,0,Detchd,1,Y,0,2007-5-1,113000
9170,Reg,1Fam,1965,Edwards,1965,GasA,2428,1,0,2,0,Detchd,2,Y,0,2007-4-1,140000
15602,IR1,1Fam,1959,Crawfor,1997,GasA,3302,2,0,1,2,Attchd,2,Y,0,2010-3-1,289000
2308,Reg,TwnhsE,1974,NPkVill,1974,GasA,2177,2,1,3,1,Attchd,2,Y,0,2009-6-1,147000
7596,Reg,Duplex,1952,OldTown,1952,GasA,2920,2,0,4,0,Detchd,2,N,0,2009-7-1,124500
9554,IR1,1Fam,1993,SawyerW,1994,GasA,2688,2,1,3,1,Attchd,2,Y,0,2006-9-1,215000
9600,Reg,1Fam,1928,OldTown,2005,GasA,2067,2,0,3,1,Detchd,2,N,0,2008-10-1,161000
9600,Reg,1Fam,1959,NAmes,1959,GasA,2082,1,0,3,0,Attchd,1,Y,0,2009-7-1,124500
14559,Reg,1Fam,1951,NAmes,2000,GasA,2371,1,0,2,2,CarPort,1,Y,0,2009-6-1,164900
6792,IR1,TwnhsE,2005,NridgHt,2006,GasA,2736,2,0,2,1,Attchd,2,Y,0,2006-3-1,202665
9100,Reg,1Fam,1958,NAmes,1958,GasA,1728,1,0,3,0,Detchd,2,Y,0,2006-7-1,129900
9187,Reg,1Fam,1983,Mitchel,1983,GasA,2164,1,1,3,0,Attchd,2,Y,0,2007-6-1,134000
10594,Reg,1Fam,1926,Crawfor,1950,Grav,1557,1,0,2,0,Detchd,1,Y,0,2007-6-1,96500
12220,Reg,1Fam,2009,NridgHt,2009,GasA,4026,2,1,3,1,Attchd,3,Y,0,2009-9-1,402861
10448,IR1,1Fam,1972,NWAmes,1972,GasA,2808,2,1,3,1,Attchd,2,Y,0,2009-8-1,158000
10208,IR1,1Fam,1996,NoRidge,1997,GasA,3608,2,1,3,1,Attchd,3,Y,0,2009-7-1,265000
9531,IR1,1Fam,1998,CollgCr,1998,GasA,2590,2,1,3,0,Attchd,2,Y,0,2007-5-1,211000
10918,Reg,1Fam,1926,Crawfor,2004,GasA,3356,1,1,3,2,Detchd,1,Y,0,2009-6-1,234000
10800,Reg,2fmCon,1900,OldTown,2000,GasA,1294,2,0,3,0,NA,0,N,0,2008-8-1,106250
11988,IR1,1Fam,1957,NAmes,1957,GasA,2488,1,1,3,2,Attchd,1,Y,0,2007-5-1,150000
5000,Reg,1Fam,1947,BrkSide,1950,GasA,2668,2,0,3,2,Detchd,2,Y,0,2006-10-1,159000
40094,IR1,1Fam,2007,Edwards,2008,GasA,7814,3,1,3,1,BuiltIn,3,Y,0,2007-10-1,184750
11787,IR1,1Fam,1996,NoRidge,1997,GasA,3777,2,1,3,1,Attchd,3,Y,0,2007-8-1,315750
13300,Reg,1Fam,1956,NAmes,2000,GasA,1856,1,0,2,0,Attchd,1,Y,0,2007-6-1,132000
14948,IR1,1Fam,2008,NridgHt,2008,GasA,4165,2,1,3,1,Attchd,3,Y,0,2008-11-1,446261
9098,IR1,1Fam,1920,Edwards,2002,GasA,1133,1,0,2,0,NA,0,N,0,2007-7-1,86000
32668,IR1,1Fam,1957,Crawfor,1975,GasA,4550,3,0,4,2,Attchd,2,Y,0,2007-3-1,200624
10200,Reg,1Fam,1988,Timber,1989,GasA,2970,2,0,3,1,Attchd,2,Y,0,2008-8-1,175000
6155,IR1,1Fam,1920,BrkSide,1999,GasA,1973,2,0,3,0,Detchd,2,Y,0,2008-6-1,128000
7200,Reg,1Fam,1955,NAmes,2007,GasA,827,1,0,2,1,Detchd,1,Y,0,2010-4-1,107500
5000,Reg,1Fam,1946,BrkSide,1950,GasA,334,1,0,1,0,NA,0,N,0,2007-1-1,39300
9056,IR1,1Fam,2004,Gilbert,2004,GasA,2121,2,1,3,1,Attchd,2,Y,0,2006-10-1,178000
7000,Reg,2fmCon,1910,Edwards,1991,GasA,2464,1,0,3,0,NA,0,N,0,2008-1-1,107500
8924,IR1,1Fam,1998,CollgCr,1999,GasA,2604,2,1,3,0,Attchd,2,Y,0,2008-7-1,188000
12735,IR1,1Fam,1972,NAmes,1972,GasA,1728,1,0,3,0,Detchd,2,Y,0,2008-4-1,111250
11553,IR1,1Fam,1968,Sawyer,1968,GasA,2210,1,1,3,1,Attchd,1,Y,0,2006-7-1,158000
11423,Reg,1Fam,2001,CollgCr,2002,GasA,3182,2,0,3,1,Attchd,2,Y,0,2010-5-1,272000
14601,Reg,1Fam,2006,Timber,2006,GasA,3676,2,0,2,1,Attchd,3,Y,0,2009-3-1,315000
11000,Reg,1Fam,2000,NoRidge,2000,GasA,3254,2,1,4,1,BuiltIn,3,Y,0,2007-6-1,248000
10140,Reg,1Fam,1998,NWAmes,1999,GasA,3330,2,0,3,1,Attchd,2,Y,0,2009-6-1,213250
4058,Reg,TwnhsE,1998,NAmes,1998,GasA,1490,1,0,1,0,Attchd,1,Y,0,2007-6-1,133000
17104,IR1,1Fam,2006,Gilbert,2006,GasA,2150,2,1,3,1,Attchd,2,Y,0,2006-9-1,179665
13837,IR1,1Fam,1988,NWAmes,1988,GasA,3387,2,1,4,0,Attchd,3,Y,0,2006-2-1,229000
8737,IR1,1Fam,1923,BrkSide,1950,GasA,2700,1,1,3,1,Detchd,2,Y,0,2007-5-1,210000
7244,Reg,1Fam,1970,Mitchel,1970,GasA,1536,1,0,2,0,Detchd,2,Y,0,2007-4-1,129500
8235,IR1,1Fam,1955,OldTown,1995,GasA,1650,1,0,2,0,Detchd,2,Y,0,2008-6-1,125000
4043,Reg,TwnhsE,1977,NPkVill,1977,GasA,2138,2,0,2,0,Attchd,2,Y,0,2008-10-1,140000
6000,Reg,1Fam,1957,OldTown,1957,GasA,1856,1,0,3,0,Attchd,1,Y,0,2008-6-1,112500
11146,IR1,1Fam,2006,NridgHt,2006,GasA,3426,2,0,3,1,Attchd,3,Y,0,2009-7-1,255500
8777,Reg,1Fam,1949,Edwards,2003,GasA,1126,2,0,2,0,Detchd,2,N,0,2009-5-1,108000
10625,Reg,1Fam,2003,NridgHt,2004,GasA,3044,2,1,3,1,BuiltIn,3,Y,0,2008-8-1,284000
6380,Reg,1Fam,1922,BrkSide,1950,GasA,2041,1,0,2,1,Detchd,1,Y,0,2006-8-1,113000
14850,IR1,1Fam,1957,NAmes,1957,GasA,2184,1,0,2,1,Attchd,1,Y,0,2006-5-1,141000
21872,IR2,1Fam,1996,Gilbert,1997,GasA,2175,2,1,3,1,Attchd,2,Y,0,2008-8-1,175000
3196,Reg,TwnhsE,2003,Blmngtn,2004,GasA,2931,2,0,2,1,Attchd,2,Y,0,2006-10-1,234000
11341,IR1,1Fam,1957,Sawyer,1996,GasA,2784,1,1,3,1,Detchd,2,Y,0,2010-5-1,121500
10010,Reg,1Fam,1974,Mitchel,1975,GasA,2778,1,0,2,1,Attchd,2,Y,0,2006-4-1,170000
13907,Reg,1Fam,1940,Edwards,1969,GasA,1992,1,0,3,1,NA,0,Y,0,2008-7-1,108000
21780,Reg,1Fam,1918,Edwards,1950,GasA,2837,2,0,4,1,Detchd,2,N,0,2008-7-1,185000
13346,IR1,1Fam,1992,NoRidge,2000,GasA,3390,2,1,4,1,Attchd,2,Y,0,2006-7-1,268000
6858,Reg,1Fam,1915,SWISU,1950,GasA,2453,1,1,4,0,Detchd,1,Y,0,2010-5-1,128000
11198,IR1,1Fam,2005,StoneBr,2007,GasA,3626,2,1,4,1,BuiltIn,3,Y,0,2008-6-1,325000
10171,IR1,1Fam,2004,NridgHt,2004,GasA,3052,2,0,3,0,Attchd,2,Y,0,2010-3-1,214000
12327,IR1,1Fam,1983,SawyerW,2009,GasA,3628,1,1,1,1,BuiltIn,2,Y,0,2009-9-1,316600
7032,IR1,Duplex,1979,NAmes,1979,GasA,1886,1,0,2,2,Detchd,2,Y,0,2006-12-1,135960
13101,IR1,Duplex,1965,NAmes,1965,GasA,3456,2,0,6,0,Detchd,2,Y,0,2008-11-1,142600
7332,Reg,1Fam,1959,NAmes,1959,GasA,1728,1,0,2,0,Attchd,1,Y,0,2006-10-1,120000
13159,IR1,1Fam,2009,Timber,2009,GasA,2538,2,1,3,0,Attchd,2,Y,0,2009-7-1,224500
9967,IR1,1Fam,2000,Gilbert,2000,GasA,1814,2,1,3,1,BuiltIn,2,Y,0,2007-12-1,170000
10500,Reg,1Fam,1971,NAmes,2005,GasA,1481,1,0,3,0,BuiltIn,1,Y,0,2007-12-1,139000
8480,Reg,1Fam,1947,NAmes,1950,GasA,2048,1,0,2,0,Detchd,1,Y,0,2008-10-1,118500
6292,Reg,1Fam,1928,SWISU,1950,GasA,2338,2,0,3,1,Detchd,1,Y,0,2009-8-1,145000
11777,IR1,1Fam,1966,Sawyer,1966,GasA,2484,1,0,3,2,Attchd,2,Y,0,2006-5-1,164500
12150,Reg,1Fam,1954,OldTown,1954,GasA,2845,2,0,4,0,Attchd,1,Y,0,2008-11-1,131500
14585,IR1,1Fam,1960,NAmes,1987,GasA,2573,1,0,3,2,Attchd,2,Y,0,2007-6-1,181900
12704,Reg,1Fam,2008,NridgHt,2009,GasA,4084,2,1,3,1,Attchd,3,Y,0,2009-8-1,253293
11841,Reg,Duplex,1990,Edwards,1990,GasA,1632,1,0,3,0,NA,0,Y,0,2007-5-1,118500
13500,Reg,1Fam,1893,OldTown,2000,GasA,4012,3,1,3,1,Detchd,2,Y,0,2008-7-1,325000
6120,Reg,1Fam,1935,BrkSide,1995,GasA,2457,1,0,3,0,Detchd,1,Y,0,2009-7-1,133000
11443,Reg,1Fam,2005,Timber,2006,GasA,3896,2,0,2,2,Attchd,3,Y,0,2006-3-1,369900
10267,Reg,1Fam,1918,BrkSide,2000,GasA,1654,1,0,2,0,Detchd,1,N,0,2008-5-1,130000
8740,IR1,1Fam,1982,Sawyer,1982,GasA,1700,1,0,2,0,Detchd,2,Y,0,2009-7-1,137000
25095,IR1,1Fam,1968,ClearCr,2003,GasA,2910,1,0,1,2,Attchd,1,Y,0,2009-6-1,143000
9100,Reg,1Fam,1930,BrkSide,1960,GasA,1677,1,0,2,0,Detchd,1,P,0,2008-8-1,79500
8320,Reg,1Fam,2004,CollgCr,2004,GasA,2352,2,1,3,0,Attchd,2,Y,0,2008-9-1,185900
13478,IR1,1Fam,2008,NridgHt,2008,GasA,4018,2,1,3,1,BuiltIn,3,Y,0,2009-6-1,451950
6600,Reg,1Fam,1982,Mitchel,2003,GasA,1632,1,0,2,0,Detchd,2,Y,0,2008-6-1,138000
4435,Reg,TwnhsE,2003,CollgCr,2003,GasA,1696,1,0,1,0,Attchd,2,Y,0,2009-5-1,140000
7990,IR1,1Fam,1975,CollgCr,1975,GasA,1848,1,0,3,0,Detchd,1,Y,0,2008-4-1,110000
11302,IR1,1Fam,2005,StoneBr,2006,GasA,3640,2,0,3,1,Attchd,3,Y,0,2006-8-1,319000
3600,Reg,1Fam,1910,OldTown,1993,GasA,2052,1,0,3,0,Detchd,1,N,0,2006-10-1,114504
12984,Reg,1Fam,1977,Crawfor,1977,GasA,3077,2,0,3,1,Attchd,2,Y,0,2006-3-1,217500
1950,Reg,Twnhs,1980,Blueste,1980,GasA,2272,2,1,3,1,Attchd,2,Y,0,2008-7-1,151000
10927,Reg,1Fam,2005,NridgHt,2005,GasA,2962,2,1,3,1,BuiltIn,2,Y,0,2006-6-1,275000
9000,Reg,1Fam,1937,IDOTRR,1950,GasA,2155,1,1,3,1,Detchd,1,P,0,2007-12-1,141000
10041,IR1,1Fam,1992,SawyerW,1992,GasA,2823,2,1,3,1,Attchd,2,Y,0,2006-2-1,220000
12803,IR1,1Fam,2002,CollgCr,2002,GasA,2988,2,0,3,1,Attchd,2,Y,0,2008-9-1,221000
13600,Reg,1Fam,1965,NAmes,1990,GasA,2754,2,1,3,3,Attchd,2,Y,0,2009-10-1,205000
12464,IR2,1Fam,1996,CollgCr,1996,GasA,2080,1,0,3,0,Detchd,2,Y,0,2009-11-1,152000
7800,Reg,1Fam,1948,Edwards,2002,GasA,2904,3,0,3,0,Attchd,1,Y,0,2006-8-1,225000
12168,Reg,1Fam,1934,Crawfor,1998,GasA,4159,2,1,4,2,Basment,2,Y,0,2007-9-1,359100
7943,Reg,1Fam,1961,Sawyer,1961,GasA,2058,1,0,3,0,Attchd,1,Y,0,2007-4-1,118500
11050,Reg,1Fam,2000,CollgCr,2000,GasA,3593,2,1,3,2,Attchd,3,Y,0,2009-5-1,313000
10395,IR1,1Fam,1978,NWAmes,1978,GasA,2064,2,0,3,1,Attchd,2,Y,0,2007-7-1,148000
11885,Reg,1Fam,2001,CollgCr,2001,GasA,3171,2,1,3,1,BuiltIn,2,Y,0,2009-11-1,261500
8402,Reg,1Fam,2007,Mitchel,2007,GasA,2240,1,0,3,0,NA,0,Y,0,2007-12-1,147000
1491,Reg,TwnhsE,1972,MeadowV,1972,GasA,1260,1,0,1,0,NA,0,Y,0,2010-5-1,75500
8800,Reg,1Fam,1963,NAmes,1963,GasA,1990,1,0,3,0,Attchd,2,Y,0,2010-5-1,137500
7861,IR1,1Fam,2002,Gilbert,2003,GasA,2292,2,1,3,1,Attchd,2,Y,0,2006-6-1,183200
7227,Reg,1Fam,1954,NAmes,1954,GasA,1664,1,0,2,0,Detchd,2,Y,0,2008-6-1,105500
11694,Reg,1Fam,2007,NridgHt,2007,GasA,3650,2,0,3,1,Attchd,3,Y,0,2007-7-1,314813
12244,Reg,1Fam,2003,Timber,2003,GasA,3744,2,1,4,2,Attchd,3,Y,0,2008-8-1,305000
8248,Reg,1Fam,1914,Edwards,1950,GasA,1728,1,0,2,0,NA,0,N,0,2008-9-1,67000
10800,Reg,1Fam,1974,NWAmes,1997,GasA,4136,2,1,4,1,Attchd,2,Y,0,2008-6-1,240000
7064,Reg,1Fam,1977,Sawyer,1977,GasA,1960,1,0,3,0,Detchd,2,Y,0,2009-7-1,135000
10400,Reg,1Fam,1972,NWAmes,1972,GasA,2522,1,2,4,1,Attchd,2,Y,0,2006-11-1,165150
10000,IR1,1Fam,1962,NAmes,1962,GasA,2232,1,1,3,0,Attchd,2,Y,0,2010-2-1,160000
12342,IR1,1Fam,1960,NAmes,1978,GasA,2400,1,0,3,1,Attchd,1,Y,0,2007-8-1,139900
9600,Reg,1Fam,1955,NAmes,1972,GasA,2676,1,0,3,2,Basment,1,Y,0,2010-3-1,153000
11606,IR1,1Fam,1969,NAmes,1969,GasA,3120,1,2,5,2,Attchd,2,Y,0,2007-9-1,135000
9020,Reg,1Fam,1964,NAmes,1964,GasA,2598,1,1,3,0,Attchd,2,Y,0,2008-6-1,168500
9000,Reg,1Fam,1880,OldTown,1991,GasA,2386,1,0,3,0,Detchd,1,N,0,2006-6-1,124000
4590,Reg,Twnhs,2006,NridgHt,2006,GasA,3108,2,0,2,1,Attchd,2,Y,0,2007-8-1,209500
11900,Reg,1Fam,1977,NWAmes,1977,GasA,2797,2,0,3,1,Attchd,2,Y,0,2009-4-1,82500
9250,Reg,1Fam,1954,NAmes,2005,GasA,2112,1,0,3,0,Attchd,1,Y,0,2007-7-1,139400
10896,Reg,2fmCon,1914,SWISU,1995,GasA,4835,2,0,8,0,NA,0,N,0,2007-3-1,200000
6120,Reg,1Fam,1936,BrkSide,1950,Grav,1064,1,0,1,1,NA,0,N,0,2009-1-1,60000
6000,Reg,2fmCon,1954,OldTown,1954,GasA,2198,2,0,3,0,BuiltIn,1,Y,0,2009-11-1,93000
8777,Reg,1Fam,1910,Edwards,1950,GasA,1592,1,0,2,0,NA,0,P,0,2008-5-1,85000
3982,Reg,TwnhsE,2006,Blmngtn,2006,GasA,3087,2,0,1,1,Attchd,3,Y,0,2006-10-1,264561
12677,IR1,TwnhsE,2003,NridgHt,2004,GasA,3036,1,1,1,1,Attchd,2,Y,0,2008-4-1,274000
13860,Reg,1Fam,1972,NAmes,1995,GasA,4656,2,1,4,3,Attchd,2,Y,0,2009-7-1,345000
10793,Reg,1Fam,1969,NWAmes,1969,GasA,2400,2,1,4,0,Attchd,2,Y,0,2007-4-1,152000
10530,IR1,1Fam,1971,NAmes,1971,GasA,1962,1,1,3,0,Detchd,2,Y,0,2007-3-1,143250
7200,Reg,1Fam,1950,NAmes,1950,GasA,1048,1,0,3,0,Detchd,2,Y,0,2008-7-1,98300
10452,IR1,1Fam,1953,Edwards,1953,GasA,2188,1,0,3,2,Attchd,2,Y,0,2008-6-1,155000
7700,Reg,1Fam,1966,NAmes,1966,GasA,2595,1,1,4,1,Attchd,2,Y,0,2010-6-1,155000
1936,Reg,Twnhs,1970,MeadowV,1970,GasA,1260,1,0,1,0,NA,0,Y,0,2007-12-1,84500
9084,Reg,1Fam,1940,Edwards,1950,GasA,2265,1,0,4,1,Detchd,1,P,0,2009-10-1,108000
8750,Reg,1Fam,1996,CollgCr,1996,GasA,2596,2,1,2,1,Attchd,2,Y,0,2009-7-1,191000
10320,Reg,1Fam,1906,IDOTRR,1995,GasA,2225,1,0,3,0,Detchd,1,Y,0,2008-6-1,135000
10437,IR1,1Fam,1995,NoRidge,1995,GasA,4222,2,1,2,1,Attchd,3,Y,0,2008-8-1,350000
1680,Reg,Twnhs,1971,BrDale,1971,GasA,1617,1,1,3,0,Detchd,1,Y,0,2010-3-1,88000
10007,IR1,1Fam,1959,NAmes,2006,GasA,2106,1,1,3,0,Attchd,1,Y,0,2008-8-1,145500
7200,Reg,1Fam,1931,Crawfor,2000,GasA,2278,1,1,3,1,Attchd,1,P,0,2008-2-1,149000
17503,Reg,1Fam,1948,NAmes,1950,GasA,2370,1,0,3,1,Attchd,1,Y,0,2010-1-1,97500
9937,Reg,1Fam,1964,Edwards,1999,GasA,2972,1,0,3,0,Detchd,2,Y,0,2009-3-1,167000
12384,Reg,1Fam,1976,NWAmes,1976,GasA,2728,2,1,3,1,Attchd,2,Y,0,2007-11-1,197900
46589,IR2,1Fam,1994,NoRidge,2005,GasA,4077,2,1,4,1,Attchd,3,Y,0,2009-7-1,402000
13560,Reg,1Fam,1968,NAmes,1968,GasA,2784,1,0,2,2,Attchd,2,Y,0,2009-7-1,110000
10012,Reg,1Fam,1972,Edwards,1972,GasA,2319,2,0,3,0,Detchd,2,Y,0,2008-4-1,137500
20896,IR2,1Fam,2005,Somerst,2006,GasA,4174,1,1,1,1,Attchd,3,Y,0,2006-1-1,423000
11194,IR1,1Fam,2000,Gilbert,2000,GasA,3342,2,1,3,1,Attchd,2,Y,0,2006-11-1,230500
18450,IR1,1Fam,1965,NAmes,1979,GasA,3401,2,1,3,1,CarPort,2,Y,0,2007-8-1,129000
8125,Reg,1Fam,1994,SawyerW,1998,GasA,3087,2,0,3,1,Attchd,2,Y,0,2008-10-1,193500
14175,Reg,1Fam,1956,Sawyer,1987,GasA,2625,1,1,3,1,Detchd,2,Y,0,2006-11-1,168000
11600,Reg,1Fam,1922,Crawfor,1950,GasA,1880,1,0,2,1,Detchd,1,Y,0,2006-7-1,137500
8633,Reg,1Fam,2005,CollgCr,2005,GasA,2214,2,1,3,0,Attchd,2,Y,0,2009-2-1,173500
6629,Reg,1Fam,1925,Edwards,1950,GasA,2041,2,0,3,0,Detchd,1,Y,0,2009-7-1,103600
11250,IR1,1Fam,1977,Veenker,1977,GasA,2416,1,1,3,1,Attchd,2,Y,0,2006-6-1,165000
14442,Reg,1Fam,1957,Crawfor,2004,GasA,3316,2,0,3,2,Attchd,2,Y,0,2007-6-1,257500
9200,Reg,1Fam,1965,NAmes,1965,GasA,2272,1,0,3,1,Attchd,1,Y,0,2008-7-1,140000
2289,Reg,Twnhs,1978,NPkVill,1978,GasA,2296,2,1,3,1,Attchd,2,Y,0,2009-4-1,148500
9600,Reg,1Fam,1900,OldTown,1950,GasW,2869,2,0,4,0,2Types,3,N,0,2006-5-1,87000
9022,Reg,1Fam,1924,OldTown,2006,GasA,1560,1,0,2,0,Detchd,1,N,0,2009-5-1,109500
11844,IR1,1Fam,2008,StoneBr,2008,GasA,4092,2,1,3,1,Attchd,3,Y,0,2009-7-1,372500
9945,IR1,1Fam,1961,Sawyer,1961,GasA,1976,1,0,3,0,Detchd,2,Y,0,2007-10-1,128500
8012,Reg,TwnhsE,1980,SawyerW,1980,GasA,1846,2,0,2,1,Attchd,1,Y,0,2010-5-1,143000
4500,IR2,1Fam,1932,SWISU,2000,GasA,2313,1,0,3,0,Detchd,1,Y,0,2009-7-1,159434
2887,Reg,1Fam,1996,ClearCr,1997,GasA,2582,1,0,2,1,Attchd,2,Y,0,2008-11-1,173000
11248,IR1,1Fam,2002,CollgCr,2002,GasA,3294,2,0,3,1,Attchd,3,Y,0,2007-7-1,285000
16770,IR2,1Fam,1998,NoRidge,1998,GasA,3034,2,1,4,0,Attchd,2,Y,0,2010-6-1,221000
5062,IR1,TwnhsE,1984,StoneBr,1984,GasA,3280,2,0,3,1,Attchd,2,Y,0,2007-9-1,207500
8089,Reg,1Fam,2007,StoneBr,2007,GasA,2838,2,0,2,1,Attchd,2,Y,0,2007-10-1,392000
7577,IR1,TwnhsE,2005,NridgHt,2006,GasA,2724,2,0,2,1,Attchd,2,Y,0,2007-6-1,194700
4426,Reg,TwnhsE,2004,CollgCr,2004,GasA,1696,1,0,1,1,Attchd,2,Y,0,2008-5-1,141000
21535,IR1,1Fam,1994,NoRidge,1995,GasA,6760,3,1,4,2,Attchd,3,Y,0,2007-1-1,755000
26178,IR1,1Fam,1989,Timber,1990,GasA,3729,2,1,4,2,Attchd,2,Y,0,2006-4-1,335000
5400,Reg,1Fam,1921,OldTown,1968,GasA,2146,1,0,2,0,Detchd,1,Y,0,2006-12-1,108480
6120,Reg,1Fam,1936,BrkSide,1950,GasA,2466,1,1,3,0,Detchd,2,Y,0,2009-4-1,141500
13811,IR1,1Fam,1987,Timber,1987,GasA,2249,2,0,2,1,Attchd,2,Y,0,2006-7-1,176000
6000,Reg,1Fam,1921,BrkSide,1950,GasA,1232,1,0,2,0,Detchd,1,Y,0,2006-6-1,89000
6420,IR1,1Fam,1952,Edwards,1952,GasA,2128,1,0,2,0,Detchd,1,Y,0,2006-9-1,123500
8450,Reg,1Fam,1965,Sawyer,2009,GasA,1788,1,0,3,1,Detchd,1,Y,0,2010-4-1,138500
14331,Reg,1Fam,2002,Timber,2002,GasA,3600,2,0,3,1,Attchd,3,Y,0,2006-5-1,312500
9600,Reg,1Fam,1969,NWAmes,1969,GasA,2328,1,1,3,0,Attchd,2,Y,0,2006-7-1,140000
12438,IR1,1Fam,2006,StoneBr,2006,GasA,3810,2,1,4,1,BuiltIn,3,Y,0,2006-7-1,361919
7630,Reg,2fmCon,1900,OldTown,1996,GasA,2172,2,0,4,1,Detchd,2,N,0,2010-5-1,140000
8400,Reg,1Fam,2004,CollgCr,2005,GasA,2957,2,0,3,0,Attchd,2,Y,0,2010-5-1,213000
5600,Reg,2fmCon,1930,IDOTRR,1950,GasA,1092,2,0,3,0,NA,0,N,0,2010-7-1,55000
115149,IR2,1Fam,1971,ClearCr,2002,GasA,3467,2,0,2,2,Attchd,2,Y,0,2007-6-1,302000
6240,Reg,TwnhsE,2006,NridgHt,2006,GasA,2648,2,0,2,1,Attchd,2,Y,0,2009-12-1,254000
9018,IR1,1Fam,2007,Gilbert,2007,GasA,2184,2,1,3,1,Attchd,2,Y,0,2007-7-1,179540
7162,IR1,1Fam,1966,Sawyer,1966,GasA,1780,1,0,3,0,Attchd,1,Y,0,2008-12-1,109900
4130,IR1,1Fam,1935,BrkSide,2003,GasA,999,1,0,2,0,NA,0,N,0,2008-7-1,52000
4671,IR1,TwnhsE,1988,StoneBr,1989,GasA,2456,2,0,2,1,Attchd,2,Y,0,2008-10-1,189000
9873,Reg,2fmCon,1970,BrkSide,1970,GasW,1920,1,0,3,0,Detchd,2,Y,0,2006-5-1,129000
13517,IR1,1Fam,1976,Sawyer,2005,GasA,2204,2,1,3,0,Attchd,2,Y,0,2010-3-1,130500
10140,Reg,1Fam,1974,NWAmes,1974,GasA,2414,2,0,3,1,Attchd,2,Y,0,2009-8-1,165000
10800,Reg,1Fam,1890,OldTown,1998,GasA,3272,1,1,3,0,Detchd,2,P,0,2007-7-1,159500
10000,Reg,1Fam,1973,NWAmes,2000,GasA,2354,1,1,3,1,Attchd,2,Y,0,2008-11-1,157000
10542,Reg,1Fam,1993,NoRidge,1994,GasA,3729,2,1,3,1,Attchd,3,Y,0,2008-8-1,341000
9920,IR1,1Fam,1969,CollgCr,1969,GasA,1942,1,1,3,1,Attchd,1,Y,0,2006-5-1,128500
6563,IR1,1Fam,1985,StoneBr,1985,GasA,3484,2,0,2,1,Attchd,2,Y,0,2006-12-1,275000
4426,Reg,TwnhsE,2004,CollgCr,2004,GasA,1696,1,0,1,0,Attchd,2,Y,0,2010-5-1,143000
8120,Reg,1Fam,1970,NAmes,1970,GasA,1728,1,0,3,0,Detchd,2,Y,0,2009-7-1,124500
8172,Reg,1Fam,1954,Edwards,1972,GasA,2411,2,0,4,0,Detchd,1,Y,0,2008-5-1,135000
13286,IR1,1Fam,2007,Edwards,2008,GasA,3396,2,0,3,1,Attchd,3,Y,0,2009-2-1,320000
6960,Reg,1Fam,1970,NAmes,1970,GasA,1728,1,0,3,0,Detchd,2,Y,0,2009-11-1,120500
21695,IR1,1Fam,1988,Crawfor,2007,GasA,2560,2,0,3,1,Attchd,2,Y,0,2009-12-1,222000
7314,Reg,1Fam,2007,CollgCr,2007,GasA,2464,2,0,2,0,Attchd,2,Y,0,2009-2-1,194500
11475,Reg,Duplex,1958,NAmes,1958,GasA,3360,2,0,4,0,Detchd,3,Y,0,2009-7-1,110000
6240,Reg,1Fam,1925,IDOTRR,1950,GasA,1988,1,0,2,0,Detchd,2,Y,0,2009-1-1,103000
